Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Tim Herrin,26,1009,Maj-AL,Cleveland,23,0,1.0,1.0,,27.2,29,18,17,12,32,3,2,5.53,104,4,0,0,4,1,3,0,1,121,509,0.63,0.16,0.12,0.47,0.21,0.04,1.482,0.371,10.4,2.67,682120
Jordan Hicks,26,968,"Maj-AL,Maj-NL","St. Louis,Toronto",66,0,3.0,9.0,12.0,66.2,58,30,24,34,83,4,4,3.24,251,11,1,1,6,2,2,2,0,291,1143,0.61,0.2,0.1,0.59,0.21,0.04,1.38,0.325,11.2,2.44,663855
Garrett Hill,27,1003,Maj-AL,Detroit,9,0,,,1.0,15.2,19,20,16,14,14,4,1,9.19,63,6,0,0,3,1,1,0,0,80,309,0.57,0.18,0.07,0.44,0.18,0.1,2.106,0.326,8.0,1.0,682051
Rich Hill,43,970,Maj-NL,"Pittsburgh,San Diego",32,27,8.0,14.0,,146.1,165,98,88,58,129,23,7,5.41,587,44,4,0,11,4,25,2,1,660,2531,0.65,0.2,0.08,0.39,0.28,0.08,1.524,0.323,7.9,2.22,448179
Tim Hill,33,991,Maj-NL,San Diego,48,0,1.0,4.0,,44.1,59,36,27,14,26,7,6,5.48,178,9,1,0,9,2,0,0,0,202,716,0.66,0.16,0.07,0.63,0.17,0.01,1.647,0.354,5.3,1.86,657612
Sean Hjelle,26,972,Maj-NL,San Francisco,15,0,2.0,1.0,,29.0,38,25,21,13,31,3,4,6.52,120,6,1,1,2,1,3,0,1,139,516,0.65,0.2,0.1,0.54,0.29,0.04,1.759,0.402,9.6,2.38,663546
Bryan Hoeing,26,970,Maj-NL,Miami,33,7,2.0,3.0,,70.2,71,45,43,25,53,13,2,5.48,274,24,2,2,5,3,6,1,0,304,1125,0.63,0.19,0.09,0.45,0.23,0.01,1.358,0.275,6.8,2.12,663773
Jeff Hoffman,30,947,Maj-NL,Philadelphia,62,0,6.0,3.0,1.0,59.1,34,18,16,20,78,4,3,2.43,208,7,1,1,2,1,11,1,0,235,977,0.66,0.14,0.17,0.46,0.18,0.1,0.91,0.236,11.8,3.9,656546
Colin Holderman,27,980,Maj-NL,Pittsburgh,58,0,,3.0,2.0,56.0,55,25,24,20,58,4,2,3.86,215,11,0,2,3,2,6,2,0,240,929,0.63,0.15,0.1,0.54,0.2,0.07,1.339,0.329,9.3,2.9,670059
Gavin Hollowell,25,970,Maj-NL,Colorado,26,0,2.0,,1.0,33.2,31,23,22,18,32,8,6,5.88,130,5,1,1,2,0,4,0,0,154,611,0.62,0.16,0.11,0.34,0.23,0.11,1.455,0.256,8.6,1.78,668970
Clay Holmes,30,971,Maj-AL,New York,66,0,4.0,4.0,24.0,63.0,51,22,20,23,71,2,3,2.86,234,9,1,0,6,2,2,0,0,262,1024,0.64,0.2,0.11,0.67,0.21,0.02,1.175,0.301,10.1,3.09,605280
Tyler Holton,27,971,Maj-AL,Detroit,59,1,3.0,2.0,1.0,85.1,56,21,20,18,74,9,1,2.11,303,9,0,1,6,1,1,0,0,324,1195,0.67,0.18,0.12,0.46,0.25,0.06,0.867,0.213,7.8,4.11,663947
Brent Honeywell Jr.,28,1011,"Maj-AL,Maj-NL","Chicago,San Diego",40,0,2.0,4.0,,52.1,53,29,28,23,45,10,5,4.82,204,4,2,0,5,1,6,0,3,234,942,0.61,0.14,0.11,0.5,0.22,0.04,1.452,0.287,7.7,1.96,641703
Tanner Houck,27,970,Maj-AL,Boston,21,21,6.0,10.0,,106.0,104,61,59,41,99,14,6,5.01,410,24,0,0,8,4,4,2,0,463,1740,0.63,0.16,0.13,0.53,0.21,0.04,1.368,0.299,8.4,2.41,656557
Adrian Houser,30,970,Maj-NL,Milwaukee,23,21,8.0,5.0,,111.1,121,56,51,34,96,13,1,4.12,443,18,1,0,8,3,4,1,2,481,1858,0.64,0.19,0.07,0.47,0.21,0.05,1.392,0.32,7.8,2.82,605288
Spencer Howard,26,1035,Maj-AL,Texas,3,0,,,,3.1,4,4,4,3,2,1,1,10.8,14,0,0,0,0,0,2,0,0,18,81,0.56,0.17,0.14,0.5,0.0,0.08,2.1,0.273,5.4,0.67,675921
Bryan Hudson,26,1006,Maj-NL,Los Angeles,6,0,,,,8.2,12,7,7,4,7,1,1,7.27,38,2,0,0,0,1,0,0,0,44,164,0.71,0.23,0.12,0.56,0.28,0.03,1.846,0.355,7.3,1.75,663542
Dakota Hudson,28,973,Maj-NL,St. Louis,18,12,6.0,3.0,,81.1,88,46,45,34,45,9,6,4.98,311,22,0,0,15,2,2,0,0,354,1318,0.61,0.14,0.09,0.52,0.25,0.03,1.5,0.305,5.0,1.32,641712
Daniel Hudson,36,1058,Maj-NL,Los Angeles,3,0,,,1.0,3.0,2,0,0,3,5,0,0,0.0,11,1,0,0,0,0,0,0,0,14,64,0.58,0.09,0.16,0.5,0.17,0.0,1.667,0.333,15.0,1.67,543339
Brandon Hughes,27,1082,Maj-NL,Chicago,17,0,,3.0,,13.2,14,11,11,8,17,2,1,7.24,53,2,0,1,1,0,4,0,0,63,239,0.59,0.15,0.15,0.35,0.3,0.0,1.61,0.353,11.2,2.13,676714
Tommy Hunter,36,1084,Maj-NL,New York,14,0,,1.0,,23.2,28,20,18,5,20,6,2,6.85,98,5,1,0,1,1,1,0,0,106,368,0.68,0.17,0.09,0.47,0.16,0.03,1.394,0.301,7.6,4.0,488984
Kyle Hurt,25,989,Maj-NL,Los Angeles,1,0,,,,2.0,0,0,0,0,3,0,0,0.0,6,0,0,0,0,0,0,0,0,6,24,0.79,0.21,0.21,0.67,0.0,0.0,0.0,0.0,13.5,,669165
Raisel Iglesias,33,959,Maj-NL,Atlanta,61,0,5.0,4.0,34.0,58.0,51,23,17,15,70,7,0,2.64,220,9,0,2,5,2,0,0,0,237,894,0.68,0.14,0.17,0.42,0.22,0.07,1.138,0.303,10.9,4.67,628452
Kolton Ingram,26,975,Maj-AL,Los Angeles,5,0,,,,5.1,8,7,5,5,7,2,0,8.44,24,2,0,0,0,1,0,0,0,30,100,0.56,0.17,0.13,0.39,0.22,0.0,2.438,0.375,11.8,1.4,688427
Cole Irvin,29,970,Maj-AL,Baltimore,24,12,1.0,4.0,,77.1,78,42,38,21,68,11,7,4.42,305,15,1,0,3,3,0,1,0,336,1273,0.67,0.17,0.09,0.42,0.24,0.06,1.28,0.293,7.9,3.24,608344
Jake Irvin,26,980,Maj-NL,Washington,24,24,3.0,7.0,,121.0,118,66,62,54,99,20,8,4.61,462,17,2,0,15,6,5,0,1,530,2147,0.62,0.19,0.07,0.42,0.21,0.07,1.421,0.281,7.4,1.83,663623
Andre Jackson,27,970,Maj-NL,"Los Angeles,Pittsburgh",19,7,1.0,3.0,2.0,61.1,52,34,34,22,57,11,2,4.99,231,11,1,0,3,2,4,1,2,257,1001,0.65,0.17,0.11,0.37,0.26,0.08,1.207,0.248,8.4,2.59,656578
Jay Jackson,35,972,Maj-AL,Toronto,25,0,3.0,1.0,,29.2,18,8,7,9,27,4,1,2.12,105,3,0,2,1,0,0,0,0,116,448,0.65,0.17,0.14,0.46,0.13,0.11,0.91,0.189,8.2,3.0,543351
Luke Jackson,31,977,Maj-NL,San Francisco,33,0,2.0,2.0,,33.1,26,14,11,15,43,3,1,2.97,126,6,1,2,2,1,7,0,0,143,525,0.64,0.15,0.14,0.51,0.19,0.04,1.23,0.284,11.6,2.87,592426
Zach Jackson,28,1108,Maj-AL,Oakland,19,0,2.0,1.0,1.0,18.0,18,7,5,10,23,1,0,2.5,69,2,0,0,0,0,2,1,1,80,372,0.58,0.15,0.1,0.3,0.26,0.15,1.556,0.378,11.5,2.3,667427
Alek Jacob,25,1043,Maj-NL,San Diego,3,0,,,,3.0,0,0,0,1,5,0,0,0.0,9,0,0,0,0,0,1,0,0,10,47,0.68,0.17,0.19,0.75,0.0,0.0,0.333,0.0,15.0,5.0,689690
Joe Jacques,28,992,Maj-AL,Boston,23,1,2.0,1.0,1.0,26.2,32,17,15,10,20,2,6,5.06,104,5,2,2,6,1,1,2,0,122,436,0.62,0.22,0.07,0.64,0.17,0.03,1.575,0.361,6.8,2.0,682175
Drey Jameson,25,1057,Maj-NL,Arizona,15,3,3.0,1.0,1.0,40.2,40,15,15,18,37,6,1,3.32,154,6,0,0,6,1,0,0,1,174,674,0.63,0.17,0.13,0.47,0.18,0.03,1.426,0.304,8.2,2.06,686753
Kenley Jansen,35,989,Maj-AL,Boston,51,0,3.0,6.0,29.0,44.2,40,21,18,17,52,5,2,3.63,169,9,0,1,0,0,13,4,0,188,721,0.68,0.16,0.13,0.21,0.23,0.18,1.276,0.313,10.5,3.06,445276
Bryce Jarvis,25,970,Maj-NL,Arizona,11,1,2.0,1.0,,23.2,14,9,8,9,12,3,0,3.04,82,0,1,0,2,1,0,0,0,92,370,0.58,0.15,0.07,0.45,0.21,0.04,0.972,0.162,4.6,1.33,686826
Cristian Javier,26,948,Maj-AL,Houston,34,34,12.0,6.0,,173.0,151,90,87,69,171,27,8,4.53,652,35,4,0,8,6,24,3,3,736,3079,0.62,0.14,0.12,0.26,0.23,0.11,1.272,0.27,8.9,2.48,664299
Griffin Jax,28,960,Maj-AL,Minnesota,75,0,6.0,10.0,4.0,69.0,59,30,28,19,73,5,4,3.65,262,10,2,1,5,0,9,0,1,286,1098,0.68,0.19,0.12,0.57,0.2,0.06,1.13,0.293,9.5,3.84,643377
Dany Jim\xc3\xa9nez,29,971,Maj-AL,Oakland,25,1,,2.0,1.0,23.1,11,9,9,14,21,3,0,3.47,77,2,0,1,1,2,3,1,0,94,406,0.57,0.19,0.1,0.31,0.19,0.2,1.071,0.145,8.1,1.5,666204
Joe Jim\xc3\xa9nez,28,962,Maj-NL,Atlanta,60,0,,3.0,,57.1,52,22,19,15,74,9,2,2.98,223,12,1,0,2,1,8,0,0,243,958,0.67,0.16,0.15,0.29,0.31,0.09,1.169,0.305,11.6,4.93,641729
Pierce Johnson,32,959,Maj-NL,"Atlanta,Colorado",70,0,2.0,6.0,13.0,65.1,65,34,28,32,94,10,0,3.86,255,14,0,1,7,1,1,0,0,290,1132,0.66,0.19,0.15,0.38,0.34,0.05,1.485,0.362,12.9,2.94,572955
Ben Joyce,22,971,Maj-AL,Los Angeles,12,0,1.0,1.0,,10.0,9,6,6,9,10,1,1,5.4,37,1,0,0,1,1,1,0,0,48,199,0.6,0.18,0.1,0.46,0.14,0.04,1.8,0.296,9.0,1.11,690829
Jakob Junis,30,978,Maj-NL,San Francisco,40,4,4.0,3.0,1.0,86.0,90,42,37,21,96,12,5,3.87,335,23,1,1,8,4,5,2,1,367,1391,0.67,0.21,0.12,0.43,0.23,0.07,1.291,0.338,10.0,4.57,596001
Janson Junk,27,970,Maj-NL,Milwaukee,2,1,,1.0,,7.1,8,5,4,2,5,1,0,4.91,30,3,0,0,0,0,0,0,0,33,110,0.71,0.17,0.04,0.6,0.16,0.12,1.364,0.292,6.1,2.5,676083
Evan Justice,24,984,Maj-NL,Colorado,9,0,,,,7.1,14,7,7,8,7,0,1,8.59,32,2,0,0,2,0,2,0,1,42,169,0.56,0.22,0.04,0.58,0.27,0.04,3.0,0.56,8.6,0.88,687145
Tommy Kahnle,33,981,Maj-AL,New York,42,0,1.0,3.0,2.0,40.2,26,14,12,19,48,5,1,2.66,142,6,0,0,4,2,0,0,0,165,686,0.63,0.18,0.15,0.49,0.18,0.06,1.107,0.231,10.6,2.53,592454
James Kaprielian,29,1070,Maj-AL,Oakland,14,11,2.0,6.0,,61.0,66,45,43,31,57,9,5,6.34,241,16,0,1,4,1,10,2,0,280,1091,0.65,0.17,0.11,0.32,0.24,0.1,1.59,0.324,8.4,1.84,621076
Ricky Karcher,25,1081,Maj-NL,Cincinnati,1,0,,,1.0,1.0,0,0,0,1,0,0,0,0.0,3,0,0,0,0,0,2,0,0,4,22,0.45,0.14,0.0,0.0,0.0,0.33,1.0,0.0,0.0,0.0,676689
James Karinchak,27,971,Maj-AL,Cleveland,44,0,2.0,5.0,,39.0,24,18,14,28,52,6,3,3.23,135,4,1,1,0,5,16,2,0,171,733,0.6,0.2,0.11,0.28,0.26,0.1,1.333,0.22,12.0,1.86,675916
Karl Kauffmann,25,971,Maj-NL,Colorado,11,3,2.0,5.0,,35.0,42,34,32,16,16,5,4,8.23,135,11,0,0,9,3,4,0,0,158,583,0.59,0.14,0.08,0.42,0.27,0.02,1.657,0.316,4.1,1.0,666154
Anthony Kay,28,970,Maj-NL,"Chicago,New York",16,0,,,,14.2,13,10,10,9,11,2,2,6.14,54,5,0,0,1,1,1,0,0,66,242,0.62,0.09,0.1,0.32,0.36,0.16,1.5,0.262,6.8,1.22,641743
Brad Keller,27,984,Maj-AL,Kansas City,11,9,3.0,4.0,,45.1,42,26,23,45,31,3,3,4.57,162,8,0,0,12,1,2,1,1,211,878,0.55,0.17,0.08,0.58,0.18,0.05,1.919,0.302,6.2,0.69,641745
Mitch Keller,27,975,Maj-NL,Pittsburgh,32,32,13.0,9.0,,194.1,187,97,91,55,210,25,12,4.21,752,38,2,0,15,5,12,2,2,825,3121,0.66,0.19,0.1,0.44,0.25,0.05,1.245,0.31,9.7,3.82,656605
Trevor Kelley,30,1007,Maj-AL,Tampa Bay,10,3,,1.0,,15.1,16,10,10,6,11,4,2,5.87,61,5,0,1,1,0,0,0,0,69,272,0.64,0.21,0.09,0.34,0.22,0.08,1.435,0.261,6.5,1.83,665001
Carson Kelly,28,1005,"Maj-AL,Maj-NL","Arizona,Detroit",3,0,,,,2.2,9,3,3,1,1,1,0,10.13,17,0,0,0,0,0,0,0,0,18,52,0.65,0.12,0.02,0.44,0.31,0.19,3.75,0.533,3.4,1.0,608348
Joe Kelly,35,962,"Maj-AL,Maj-NL","Chicago,Los Angeles",43,0,2.0,5.0,1.0,41.0,31,22,18,19,63,3,2,3.95,155,7,2,0,3,0,5,0,0,176,744,0.65,0.22,0.12,0.58,0.25,0.0,1.22,0.315,13.8,3.32,523260
Kevin Kelly,25,970,Maj-AL,Tampa Bay,57,0,5.0,2.0,1.0,67.0,53,27,23,15,56,2,10,3.09,251,18,0,1,5,0,7,2,1,276,1066,0.65,0.21,0.09,0.48,0.25,0.08,1.015,0.264,7.5,3.73,687330
Merrill Kelly,34,943,Maj-NL,Arizona,34,34,15.0,9.0,,201.2,155,77,71,77,215,24,4,3.17,728,32,3,0,19,3,14,5,4,813,3164,0.65,0.16,0.12,0.45,0.23,0.07,1.15,0.266,9.6,2.79,518876
Michael Kelly,30,978,Maj-AL,Cleveland,14,0,1.0,,,16.2,13,8,7,9,16,0,0,3.78,62,3,0,0,1,0,3,1,0,71,272,0.63,0.19,0.09,0.39,0.33,0.07,1.32,0.283,8.6,1.78,547184
Zack Kelly,28,973,Maj-AL,Boston,8,0,,,,9.1,7,4,4,8,6,0,2,3.86,32,5,0,0,0,0,2,0,0,43,181,0.58,0.17,0.08,0.54,0.19,0.0,1.607,0.269,5.8,0.75,677161
Brett Kennedy,28,998,Maj-NL,Cincinnati,5,2,1.0,,,18.0,19,13,13,7,9,1,3,6.5,69,7,2,0,0,3,4,0,0,83,310,0.59,0.15,0.07,0.41,0.33,0.08,1.444,0.29,4.5,1.29,664028
Ian Kennedy,38,986,Maj-AL,Texas,16,0,,1.0,,16.1,16,15,13,7,21,4,2,7.16,65,3,0,0,0,1,1,0,0,75,314,0.62,0.14,0.16,0.36,0.18,0.07,1.408,0.293,11.6,3.0,453178
Orion Kerkering,22,948,Maj-NL,Philadelphia,10,0,1.0,,,8.1,10,3,3,5,11,0,0,3.24,35,2,0,0,0,0,2,0,0,40,164,0.62,0.26,0.09,0.42,0.38,0.04,1.8,0.417,11.9,2.2,689147
Ray Kerr,28,970,Maj-NL,San Diego,22,0,1.0,1.0,,27.0,25,15,13,9,35,5,1,4.33,103,6,3,1,2,0,0,0,0,114,427,0.64,0.17,0.15,0.41,0.3,0.06,1.259,0.317,11.7,3.89,678061
Clayton Kershaw,35,964,Maj-NL,Los Angeles,25,25,13.0,6.0,,132.0,106,45,42,41,137,20,3,2.86,486,22,0,0,16,1,6,4,1,531,2061,0.66,0.16,0.13,0.47,0.22,0.07,1.114,0.261,9.3,3.34,477132
Dallas Keuchel,35,971,Maj-AL,Minnesota,10,6,2.0,1.0,,37.2,45,25,25,18,25,3,2,5.97,151,13,1,0,6,1,4,1,0,172,658,0.61,0.19,0.09,0.54,0.25,0.02,1.673,0.339,6.0,1.39,572971
Yusei Kikuchi,32,967,Maj-AL,Toronto,33,32,11.0,6.0,,169.1,168,79,73,49,181,27,4,3.88,653,27,1,0,17,0,14,1,2,708,2839,0.64,0.16,0.12,0.41,0.26,0.08,1.281,0.317,9.6,3.69,579328
Caleb Kilian,26,1019,Maj-NL,Chicago,3,1,,1.0,,5.1,13,10,10,2,5,0,4,16.88,27,3,0,0,2,0,0,0,0,33,130,0.63,0.15,0.08,0.55,0.36,0.0,2.813,0.591,8.4,2.5,668873
Craig Kimbrel,35,948,Maj-NL,Philadelphia,78,0,8.0,8.0,26.0,75.0,50,32,29,33,99,11,5,3.48,266,10,0,1,4,3,14,0,2,307,1254,0.64,0.17,0.14,0.35,0.28,0.06,1.107,0.245,11.9,3.0,518886
Isiah Kiner-Falefa,28,1057,Maj-AL,New York,4,0,,,,4.0,4,1,1,0,1,0,0,2.25,16,2,0,0,0,0,0,0,0,16,51,0.69,0.14,0.02,0.2,0.13,0.13,1.0,0.267,2.3,,643396
John King,28,970,"Maj-AL,Maj-NL","St. Louis,Texas",35,0,2.0,1.0,,37.1,45,15,15,10,20,2,0,3.62,145,6,0,0,9,1,2,0,0,157,527,0.66,0.17,0.09,0.67,0.2,0.01,1.473,0.347,4.8,2.0,667463
Michael King,28,970,Maj-AL,New York,49,9,4.0,8.0,6.0,104.2,88,35,32,32,127,10,5,2.75,390,13,2,1,9,1,3,3,2,431,1681,0.64,0.22,0.12,0.43,0.25,0.06,1.146,0.307,10.9,3.97,650633
Tyler Kinley,32,970,Maj-NL,Colorado,18,0,,4.0,5.0,16.1,21,11,11,6,17,3,1,6.06,66,4,0,0,0,2,4,1,0,76,298,0.64,0.14,0.1,0.21,0.31,0.08,1.653,0.375,9.4,2.83,641755
George Kirby,25,970,Maj-AL,Seattle,31,31,13.0,10.0,,190.2,179,74,71,19,172,22,6,3.35,727,28,7,1,18,3,17,4,0,757,2825,0.71,0.16,0.11,0.45,0.22,0.07,1.038,0.293,8.1,9.05,669923
Andrew Kittredge,33,968,Maj-AL,Tampa Bay,15,0,2.0,,1.0,12.2,13,4,4,2,11,1,1,2.84,51,3,0,0,0,0,1,0,0,54,197,0.72,0.15,0.09,0.4,0.35,0.1,1.184,0.308,7.8,5.5,552640
Corey Kluber,37,1073,Maj-AL,Boston,15,9,3.0,6.0,1.0,55.0,69,47,43,21,42,17,4,7.04,232,16,2,0,1,0,3,0,0,257,990,0.65,0.16,0.1,0.31,0.25,0.11,1.636,0.301,6.9,2.0,446372
Reiss Knehr,26,1066,Maj-NL,San Diego,4,1,,1.0,,5.2,10,10,10,5,4,3,0,15.88,26,1,1,0,0,1,0,0,0,32,123,0.57,0.15,0.06,0.26,0.39,0.04,2.647,0.35,6.4,0.8,663753
Matt Koch,32,970,Maj-NL,Colorado,39,1,3.0,2.0,,38.2,41,22,22,9,27,7,2,5.12,151,6,0,0,4,1,1,1,0,163,586,0.66,0.15,0.11,0.51,0.22,0.04,1.293,0.288,6.3,3.0,571863
Adam Kolarek,34,1006,Maj-NL,"Los Angeles,New York",5,0,,,,6.0,2,0,0,1,7,0,1,0.0,19,0,0,0,0,0,1,0,0,22,83,0.66,0.23,0.1,0.69,0.08,0.0,0.5,0.167,10.5,7.0,592473
Michael Kopech,27,981,Maj-AL,Chicago,30,27,5.0,12.0,,129.1,115,80,78,91,134,29,11,5.43,483,21,2,0,11,5,32,7,0,591,2430,0.58,0.16,0.1,0.36,0.2,0.09,1.593,0.265,9.3,1.47,656629
Jackson Kowar,26,974,Maj-AL,Kansas City,23,0,2.0,,,28.0,34,24,20,20,29,4,1,6.43,116,7,0,0,1,0,5,0,0,137,568,0.6,0.16,0.11,0.45,0.28,0.05,1.929,0.361,9.3,1.45,663804
Joey Krehbiel,30,991,Maj-AL,Baltimore,6,0,1.0,,,5.0,2,1,1,2,5,1,0,1.8,17,1,0,0,0,0,1,0,0,19,80,0.59,0.23,0.08,0.25,0.25,0.17,0.8,0.091,9.0,2.5,607216
Dean Kremer,27,961,Maj-AL,Baltimore,33,33,13.0,6.0,,174.1,178,91,85,56,157,29,5,4.39,685,28,1,1,10,2,9,6,1,748,2980,0.64,0.16,0.1,0.4,0.28,0.05,1.342,0.297,8.1,2.8,665152
Brooks Kriske,29,1063,Maj-AL,Kansas City,4,0,,,,6.2,3,3,3,4,6,2,0,4.05,20,0,0,0,0,1,1,2,0,25,92,0.63,0.18,0.12,0.2,0.33,0.2,1.05,0.077,8.1,1.5,621139
Matt Krook,28,992,Maj-AL,New York,4,0,,,,4.0,8,11,11,6,3,1,0,24.75,20,1,0,0,0,1,2,0,0,27,107,0.59,0.19,0.1,0.61,0.17,0.06,3.5,0.412,6.8,0.5,640454
Chad Kuhl,30,1070,Maj-NL,Washington,16,5,,4.0,1.0,38.1,47,38,36,28,31,8,3,8.45,150,12,1,2,5,5,9,3,2,187,770,0.56,0.15,0.1,0.31,0.28,0.04,1.957,0.336,7.3,1.11,641771
Joel Kuhnel,28,985,"Maj-AL,Maj-NL","Cincinnati,Houston",9,0,,,,13.0,16,8,8,5,3,2,1,5.54,52,3,0,1,3,0,2,0,0,58,195,0.64,0.12,0.09,0.57,0.2,0.04,1.615,0.298,2.1,0.6,669270
Joe La Sorsa,25,971,"Maj-AL,Maj-NL","Tampa Bay,Washington",25,0,1.0,,,32.2,32,16,16,9,28,3,6,4.41,130,5,0,0,1,0,4,0,0,145,540,0.67,0.2,0.1,0.41,0.25,0.07,1.255,0.293,7.7,3.11,686747
Jake Lamb,32,1117,Maj-AL,Los Angeles,1,0,,,,1.0,1,0,0,0,0,0,0,0.0,4,1,0,0,0,0,0,0,0,4,8,0.63,0.13,0.0,0.0,0.5,0.0,1.0,0.25,0.0,,571875
Jimmy Lambert,28,998,Maj-AL,Chicago,35,1,2.0,3.0,1.0,37.2,41,26,22,20,41,10,1,5.26,150,11,1,3,2,0,5,1,1,172,674,0.63,0.18,0.11,0.35,0.27,0.1,1.619,0.313,9.8,2.05,669424
Peter Lambert,26,991,Maj-NL,Colorado,25,11,3.0,7.0,,87.1,93,54,52,28,71,18,5,5.36,341,17,9,0,5,1,4,5,6,375,1450,0.63,0.15,0.1,0.41,0.21,0.06,1.385,0.296,7.3,2.54,663567
Dinelson Lamet,30,1024,"Maj-AL,Maj-NL","Boston,Colorado",17,4,1.0,4.0,,27.2,42,38,36,23,32,7,1,11.71,119,10,2,0,4,2,5,1,1,145,603,0.58,0.14,0.1,0.43,0.26,0.08,2.349,0.427,10.4,1.39,659275
Alex Lange,27,970,Maj-AL,Detroit,67,0,7.0,5.0,26.0,66.0,43,30,27,45,79,6,6,3.68,232,12,0,1,5,4,7,2,0,288,1147,0.58,0.17,0.15,0.51,0.23,0.04,1.333,0.245,10.8,1.76,656638
Jacob Latz,27,972,Maj-AL,Texas,3,0,,,,6.1,1,0,0,3,5,0,0,0.0,19,0,0,0,1,0,0,0,0,22,96,0.63,0.16,0.14,0.36,0.29,0.14,0.632,0.071,7.1,1.67,656641
Eric Lauer,28,971,Maj-NL,Milwaukee,10,9,4.0,6.0,,46.2,54,39,34,24,43,16,0,6.56,185,12,0,0,2,2,2,4,3,211,844,0.62,0.15,0.09,0.25,0.3,0.06,1.671,0.297,8.3,1.79,641778
Derek Law,32,978,Maj-NL,Cincinnati,54,3,4.0,6.0,2.0,55.0,50,24,22,26,45,6,3,3.6,209,6,1,0,7,0,5,1,0,240,960,0.62,0.14,0.11,0.42,0.26,0.07,1.382,0.278,7.4,1.73,571882
Casey Lawrence,35,971,Maj-NL,St. Louis,15,0,1.0,,,27.1,32,20,20,10,20,7,2,6.59,107,10,0,2,3,2,4,0,0,122,447,0.62,0.15,0.09,0.33,0.22,0.08,1.537,0.305,6.6,2.0,596271
Justin Lawrence,28,970,Maj-NL,Colorado,69,0,4.0,7.0,11.0,75.0,65,37,31,36,78,5,7,3.72,277,12,3,4,9,3,8,0,0,326,1187,0.63,0.21,0.1,0.49,0.26,0.06,1.347,0.305,9.4,2.17,664875
Kyle Leahy,26,1043,Maj-NL,St. Louis,3,0,,1.0,,1.2,4,4,4,5,2,1,1,21.6,9,1,1,0,0,0,0,0,0,15,58,0.5,0.17,0.1,0.43,0.14,0.14,5.4,0.5,10.8,0.4,681517
Jos\xc3\xa9 Leclerc,29,940,Maj-AL,Texas,70,0,1.0,3.0,8.0,70.2,46,24,22,34,81,8,2,2.8,251,8,0,2,4,1,2,3,0,288,1218,0.6,0.13,0.16,0.29,0.21,0.16,1.132,0.233,10.3,2.38,600917
Dylan Lee,28,990,Maj-NL,Atlanta,24,1,1.0,,,23.2,24,14,11,8,24,4,0,4.18,91,3,0,0,1,0,3,0,0,101,392,0.7,0.16,0.15,0.41,0.28,0.06,1.352,0.317,9.1,3.0,669276
Casey Legumina,26,996,Maj-NL,Cincinnati,11,0,1.0,,,12.2,16,11,8,9,11,3,0,5.68,52,6,0,0,3,0,0,0,0,61,231,0.61,0.17,0.09,0.51,0.2,0.02,1.974,0.342,7.8,1.22,668984
Mark Leiter Jr.,32,972,Maj-NL,Chicago,69,0,1.0,3.0,4.0,64.1,48,27,25,24,77,7,8,3.5,233,12,2,0,4,3,9,1,0,269,1056,0.61,0.16,0.13,0.46,0.27,0.04,1.119,0.27,10.8,3.21,643410
Sandy Le\xc3\xb3n,34,1109,Maj-AL,Texas,1,0,,,,1.0,1,2,2,0,0,1,1,18.0,4,0,0,0,0,0,0,0,0,5,18,0.67,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,506702
Dominic Leone,31,972,"Maj-AL,Maj-NL","Los Angeles,New York,Seattle",51,0,1.0,3.0,1.0,54.0,49,28,28,28,54,14,2,4.67,201,7,2,3,6,4,9,0,0,235,886,0.62,0.12,0.16,0.37,0.25,0.04,1.426,0.255,9.0,1.93,608678
Josh Lester,28,1070,Maj-AL,Baltimore,1,0,,,,1.0,1,0,0,1,1,0,0,0.0,4,1,0,0,0,0,0,0,0,5,18,0.56,0.17,0.0,0.0,0.33,0.33,2.0,0.333,9.0,1.0,623507
Matthew Liberatore,23,971,Maj-NL,St. Louis,22,11,3.0,6.0,,61.2,66,42,36,25,46,5,5,5.25,241,22,2,1,4,4,6,1,1,275,1059,0.61,0.16,0.08,0.44,0.25,0.07,1.476,0.314,6.7,1.84,669461
Jeff Lindgren,26,1057,Maj-NL,Miami,3,0,,,,7.0,4,4,4,4,1,0,0,5.14,24,1,1,0,1,0,0,0,0,28,102,0.58,0.15,0.07,0.26,0.17,0.0,1.143,0.174,1.3,0.25,689167
Zack Littell,27,967,Maj-AL,"Boston,Tampa Bay",29,14,3.0,6.0,,92.0,94,43,41,12,78,13,5,4.01,366,20,1,1,4,2,1,0,0,386,1368,0.69,0.16,0.11,0.42,0.24,0.07,1.152,0.292,7.6,6.5,641793
Luke Little,22,970,Maj-NL,Chicago,7,0,,,,6.2,5,0,0,4,12,0,1,0.0,24,2,0,0,0,1,0,0,0,30,135,0.59,0.19,0.18,0.62,0.23,0.0,1.35,0.385,16.2,3.0,681432
